row,brand,day,value,variation,sim_num,bariation,statistic
"28066","all",240,130,"active",2,"None","simulation"
"28067","all",240,14,"decided",2,"None","simulation"
"28098","all",241,126,"active",2,"None","simulation"
"28099","all",241,16,"decided",2,"None","simulation"
"28130","all",242,131,"active",2,"None","simulation"
"28131","all",242,15,"decided",2,"None","simulation"
"28162","all",243,130,"active",2,"None","simulation"
"28163","all",243,22,"decided",2,"None","simulation"
"28194","all",244,126,"active",2,"None","simulation"
"28195","all",244,23,"decided",2,"None","simulation"
"28226","all",245,126,"active",2,"None","simulation"
"28227","all",245,19,"decided",2,"None","simulation"
"28258","all",246,128,"active",2,"None","simulation"
"28259","all",246,19,"decided",2,"None","simulation"
"28290","all",247,127,"active",2,"None","simulation"
"28291","all",247,25,"decided",2,"None","simulation"
"28322","all",248,127,"active",2,"None","simulation"
"28323","all",248,24,"decided",2,"None","simulation"
"28354","all",249,128,"active",2,"None","simulation"
"28355","all",249,27,"decided",2,"None","simulation"
"28386","all",250,125,"active",2,"None","simulation"
"28387","all",250,28,"decided",2,"None","simulation"
"28418","all",251,123,"active",2,"None","simulation"
"28419","all",251,25,"decided",2,"None","simulation"
"28450","all",252,127,"active",2,"None","simulation"
"28451","all",252,24,"decided",2,"None","simulation"
"28482","all",253,130,"active",2,"None","simulation"
"28483","all",253,28,"decided",2,"None","simulation"
"28514","all",254,126,"active",2,"None","simulation"
"28515","all",254,36,"decided",2,"None","simulation"
"28546","all",255,131,"active",2,"None","simulation"
"28547","all",255,35,"decided",2,"None","simulation"
"28578","all",256,127,"active",2,"None","simulation"
"28579","all",256,34,"decided",2,"None","simulation"
"28610","all",257,129,"active",2,"None","simulation"
"28611","all",257,30,"decided",2,"None","simulation"
"28642","all",258,128,"active",2,"None","simulation"
"28643","all",258,35,"decided",2,"None","simulation"
"28674","all",259,124,"active",2,"None","simulation"
"28675","all",259,36,"decided",2,"None","simulation"
"28706","all",260,123,"active",2,"None","simulation"
"28707","all",260,38,"decided",2,"None","simulation"
"28738","all",261,123,"active",2,"None","simulation"
"28739","all",261,40,"decided",2,"None","simulation"
"28770","all",262,125,"active",2,"None","simulation"
"28771","all",262,39,"decided",2,"None","simulation"
"28802","all",263,124,"active",2,"None","simulation"
"28803","all",263,39,"decided",2,"None","simulation"
"28834","all",264,125,"active",2,"None","simulation"
"28835","all",264,43,"decided",2,"None","simulation"
"28866","all",265,126,"active",2,"None","simulation"
"28867","all",265,43,"decided",2,"None","simulation"
"28898","all",266,124,"active",2,"None","simulation"
"28899","all",266,44,"decided",2,"None","simulation"
"28930","all",267,116,"active",2,"None","simulation"
"28931","all",267,53,"decided",2,"None","simulation"
"28962","all",268,114,"active",2,"None","simulation"
"28963","all",268,57,"decided",2,"None","simulation"
"28994","all",269,104,"active",2,"None","simulation"
"28995","all",269,65,"decided",2,"None","simulation"
"29026","all",270,110,"active",2,"None","simulation"
"29027","all",270,8,"decided",2,"None","simulation"
"29058","all",271,106,"active",2,"None","simulation"
"29059","all",271,14,"decided",2,"None","simulation"
"29090","all",272,109,"active",2,"None","simulation"
"29091","all",272,9,"decided",2,"None","simulation"
"29122","all",273,111,"active",2,"None","simulation"
"29123","all",273,7,"decided",2,"None","simulation"
"29154","all",274,113,"active",2,"None","simulation"
"29155","all",274,13,"decided",2,"None","simulation"
"29186","all",275,110,"active",2,"None","simulation"
"29187","all",275,23,"decided",2,"None","simulation"
"29218","all",276,110,"active",2,"None","simulation"
"29219","all",276,20,"decided",2,"None","simulation"
"29250","all",277,116,"active",2,"None","simulation"
"29251","all",277,17,"decided",2,"None","simulation"
"29282","all",278,110,"active",2,"None","simulation"
"29283","all",278,23,"decided",2,"None","simulation"
"29314","all",279,110,"active",2,"None","simulation"
"29315","all",279,19,"decided",2,"None","simulation"
"29346","all",280,116,"active",2,"None","simulation"
"29347","all",280,18,"decided",2,"None","simulation"
"29378","all",281,113,"active",2,"None","simulation"
"29379","all",281,25,"decided",2,"None","simulation"
"29410","all",282,116,"active",2,"None","simulation"
"29411","all",282,29,"decided",2,"None","simulation"
"29442","all",283,123,"active",2,"None","simulation"
"29443","all",283,31,"decided",2,"None","simulation"
"29474","all",284,118,"active",2,"None","simulation"
"29475","all",284,38,"decided",2,"None","simulation"
"29506","all",285,117,"active",2,"None","simulation"
"29507","all",285,35,"decided",2,"None","simulation"
"29538","all",286,122,"active",2,"None","simulation"
"29539","all",286,36,"decided",2,"None","simulation"
"29570","all",287,120,"active",2,"None","simulation"
"29571","all",287,39,"decided",2,"None","simulation"
"29602","all",288,118,"active",2,"None","simulation"
"29603","all",288,44,"decided",2,"None","simulation"
"29634","all",289,114,"active",2,"None","simulation"
"29635","all",289,52,"decided",2,"None","simulation"
"29666","all",290,110,"active",2,"None","simulation"
"29667","all",290,58,"decided",2,"None","simulation"
"29698","all",291,109,"active",2,"None","simulation"
"29699","all",291,56,"decided",2,"None","simulation"
"29730","all",292,109,"active",2,"None","simulation"
"29731","all",292,54,"decided",2,"None","simulation"
"29762","all",293,109,"active",2,"None","simulation"
"29763","all",293,52,"decided",2,"None","simulation"
"29794","all",294,112,"active",2,"None","simulation"
"29795","all",294,54,"decided",2,"None","simulation"
"29826","all",295,119,"active",2,"None","simulation"
"29827","all",295,61,"decided",2,"None","simulation"
"29858","all",296,117,"active",2,"None","simulation"
"29859","all",296,70,"decided",2,"None","simulation"
"29890","all",297,118,"active",2,"None","simulation"
"29891","all",297,69,"decided",2,"None","simulation"
"29922","all",298,120,"active",2,"None","simulation"
"29923","all",298,64,"decided",2,"None","simulation"
"29954","all",299,124,"active",2,"None","simulation"
"29955","all",299,64,"decided",2,"None","simulation"
"29986","all",300,120,"active",2,"None","simulation"
"29987","all",300,10,"decided",2,"None","simulation"
"30018","all",301,122,"active",2,"None","simulation"
"30019","all",301,7,"decided",2,"None","simulation"
"30050","all",302,120,"active",2,"None","simulation"
"30051","all",302,11,"decided",2,"None","simulation"
"30082","all",303,115,"active",2,"None","simulation"
"30083","all",303,18,"decided",2,"None","simulation"
"30114","all",304,122,"active",2,"None","simulation"
"30115","all",304,13,"decided",2,"None","simulation"
"30146","all",305,118,"active",2,"None","simulation"
"30147","all",305,19,"decided",2,"None","simulation"
"30178","all",306,114,"active",2,"None","simulation"
"30179","all",306,17,"decided",2,"None","simulation"
"30210","all",307,113,"active",2,"None","simulation"
"30211","all",307,19,"decided",2,"None","simulation"
"30242","all",308,114,"active",2,"None","simulation"
"30243","all",308,19,"decided",2,"None","simulation"
"30274","all",309,112,"active",2,"None","simulation"
"30275","all",309,24,"decided",2,"None","simulation"
"30306","all",310,117,"active",2,"None","simulation"
"30307","all",310,27,"decided",2,"None","simulation"
"30338","all",311,116,"active",2,"None","simulation"
"30339","all",311,31,"decided",2,"None","simulation"
"30370","all",312,115,"active",2,"None","simulation"
"30371","all",312,29,"decided",2,"None","simulation"
"30402","all",313,114,"active",2,"None","simulation"
"30403","all",313,31,"decided",2,"None","simulation"
"30434","all",314,109,"active",2,"None","simulation"
"30435","all",314,36,"decided",2,"None","simulation"
"30466","all",315,109,"active",2,"None","simulation"
"30467","all",315,28,"decided",2,"None","simulation"
"30498","all",316,112,"active",2,"None","simulation"
"30499","all",316,31,"decided",2,"None","simulation"
"30530","all",317,107,"active",2,"None","simulation"
"30531","all",317,39,"decided",2,"None","simulation"
"30562","all",318,103,"active",2,"None","simulation"
"30563","all",318,39,"decided",2,"None","simulation"
"30594","all",319,108,"active",2,"None","simulation"
"30595","all",319,38,"decided",2,"None","simulation"
"30626","all",320,111,"active",2,"None","simulation"
"30627","all",320,37,"decided",2,"None","simulation"
"30658","all",321,113,"active",2,"None","simulation"
"30659","all",321,41,"decided",2,"None","simulation"
"30690","all",322,110,"active",2,"None","simulation"
"30691","all",322,38,"decided",2,"None","simulation"
"30722","all",323,110,"active",2,"None","simulation"
"30723","all",323,42,"decided",2,"None","simulation"
"30754","all",324,117,"active",2,"None","simulation"
"30755","all",324,45,"decided",2,"None","simulation"
"30786","all",325,108,"active",2,"None","simulation"
"30787","all",325,50,"decided",2,"None","simulation"
"30818","all",326,103,"active",2,"None","simulation"
"30819","all",326,47,"decided",2,"None","simulation"
"30850","all",327,102,"active",2,"None","simulation"
"30851","all",327,46,"decided",2,"None","simulation"
"30882","all",328,105,"active",2,"None","simulation"
"30883","all",328,45,"decided",2,"None","simulation"
"30914","all",329,102,"active",2,"None","simulation"
"30915","all",329,47,"decided",2,"None","simulation"
"30946","all",330,103,"active",2,"None","simulation"
"30947","all",330,11,"decided",2,"None","simulation"
"30978","all",331,102,"active",2,"None","simulation"
"30979","all",331,14,"decided",2,"None","simulation"
"31010","all",332,106,"active",2,"None","simulation"
"31011","all",332,13,"decided",2,"None","simulation"
"31042","all",333,107,"active",2,"None","simulation"
"31043","all",333,18,"decided",2,"None","simulation"
"31074","all",334,102,"active",2,"None","simulation"
"31075","all",334,19,"decided",2,"None","simulation"
"31106","all",335,101,"active",2,"None","simulation"
"31107","all",335,15,"decided",2,"None","simulation"
"31138","all",336,104,"active",2,"None","simulation"
"31139","all",336,14,"decided",2,"None","simulation"
"31170","all",337,106,"active",2,"None","simulation"
"31171","all",337,20,"decided",2,"None","simulation"
"31202","all",338,102,"active",2,"None","simulation"
"31203","all",338,24,"decided",2,"None","simulation"
"31234","all",339,105,"active",2,"None","simulation"
"31235","all",339,19,"decided",2,"None","simulation"
"31266","all",340,106,"active",2,"None","simulation"
"31267","all",340,26,"decided",2,"None","simulation"
"31298","all",341,110,"active",2,"None","simulation"
"31299","all",341,21,"decided",2,"None","simulation"
"31330","all",342,108,"active",2,"None","simulation"
"31331","all",342,23,"decided",2,"None","simulation"
"31362","all",343,107,"active",2,"None","simulation"
"31363","all",343,26,"decided",2,"None","simulation"
"31394","all",344,107,"active",2,"None","simulation"
"31395","all",344,29,"decided",2,"None","simulation"
"31426","all",345,106,"active",2,"None","simulation"
"31427","all",345,32,"decided",2,"None","simulation"
"31458","all",346,107,"active",2,"None","simulation"
"31459","all",346,36,"decided",2,"None","simulation"
"31490","all",347,111,"active",2,"None","simulation"
"31491","all",347,33,"decided",2,"None","simulation"
"31522","all",348,112,"active",2,"None","simulation"
"31523","all",348,35,"decided",2,"None","simulation"
"31554","all",349,108,"active",2,"None","simulation"
"31555","all",349,33,"decided",2,"None","simulation"
"31586","all",350,107,"active",2,"None","simulation"
"31587","all",350,36,"decided",2,"None","simulation"
"31618","all",351,110,"active",2,"None","simulation"
"31619","all",351,37,"decided",2,"None","simulation"
"31650","all",352,106,"active",2,"None","simulation"
"31651","all",352,46,"decided",2,"None","simulation"
"31682","all",353,105,"active",2,"None","simulation"
"31683","all",353,45,"decided",2,"None","simulation"
"31714","all",354,108,"active",2,"None","simulation"
"31715","all",354,45,"decided",2,"None","simulation"
"31746","all",355,109,"active",2,"None","simulation"
"31747","all",355,46,"decided",2,"None","simulation"
